Country,Beverage_Types,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Papua New Guinea,All types,,,,,0.88,0.79,0.82,0.81,0.71,0.64,0.84,0.58,0.59,0.61,0.68,0.73
Papua New Guinea,Beer,,,,,0.85,0.76,0.79,0.76,0.68,0.61,0.81,0.56,0.57,0.59,0.63,0.59
Papua New Guinea,Wine,,,,,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.04
Papua New Guinea,Spirits,,,,,0.01,0.02,0.02,0.03,0.02,0.02,0.01,0.02,0.01,0.01,0.04,0.11
Papua New Guinea,Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,All types,,,5.03,5.36,5.79,5.65,5.39,6.14,5.61,5.61,6.38,6.2,6.64,5.66,6.66,6.78
Paraguay,Beer,,,2.57,2.71,2.61,2.39,2.19,2.4,2.4,2.35,3.48,3.48,3.67,3.7,4.2,3.79
Paraguay,Wine,,,0.53,0.73,1.09,1.32,1.31,1.74,1.35,1.21,0.99,0.89,0.9,0.41,0.62,0.93
Paraguay,Spirits,,,1.94,1.92,2.09,1.88,1.83,1.92,1.79,1.93,1.77,1.72,2.03,1.5,1.83,2.02
Paraguay,Other alcoholic beverages,,,0,0,0,0.07,0.07,0.08,0.09,0.13,0.14,0.11,0.04,0.06,0.01,0.04
Peru,All types,,,5.38,5.14,4.83,4.72,4.69,4.85,4.29,4.22,4.44,4.27,4.5,4.03,4.22,4.59
Peru,Beer,,,3.3,3.09,2.75,2.7,2.71,2.73,2.36,2.07,1.92,1.66,1.69,1.75,1.7,1.69
Peru,Wine,,,0.44,0.42,0.43,0.36,0.35,0.44,0.42,0.42,0.42,0.33,0.35,0.32,0.3,0.23
Peru,Spirits,,,1.64,1.63,1.64,1.67,1.64,1.68,1.5,1.73,2.1,2.27,2.46,1.95,2.21,2.67
Peru,Other alcoholic beverages,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,All types,,4.52,4.61,5.02,4.96,4.85,4.42,4.21,4.19,4.08,4.22,4.45,4.44,4.42,4.54,4.73
Philippines,Beer,,1.11,1.13,1.28,1.31,1.32,1.23,1.24,1.2,1.15,1.29,1.36,1.21,1.11,1.12,1.18
Philippines,Wine,,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01
Philippines,Spirits,,3.38,3.45,3.7,3.52,3.37,3.14,2.95,2.97,2.92,2.91,3.07,3.23,3.29,3.41,3.54
Philippines,Other alcoholic beverages,,0.01,0.02,0.03,0.12,0.14,0.03,0.01,0,0,0,0,0,0,0,0
Poland,All types,,10.71,11.63,10.81,10.93,10.59,10.7,11.4,10.9,10.4,9.5,9.19,9.06,8.02,7.74,8.4
Poland,Beer,,6.45,6.39,6.46,6.11,5.88,5.9,6.1,6.1,5.9,5.3,4.66,4.51,4.31,4.08,4.14
Poland,Wine,,0.86,0.84,0.82,0.94,0.94,1,1.2,1.3,1.3,1.2,1.53,1.64,1.64,1.56,1.78
Poland,Spirits,,3.4,4.41,3.53,3.88,3.77,3.8,4.1,3.5,3.2,3,3.01,2.9,2.07,2.09,2.48
Poland,Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,All types,,9.88,10,11.96,11.92,12.25,12.03,12.35,12.57,13.11,13.33,13.45,14.21,12,12.22,11.89
Portugal,Beer,,2.67,2.79,2.81,3.11,3.37,3.42,3.56,3.7,3.77,3.75,3.7,3.57,3.58,3.65,3.75
Portugal,Wine,,5.99,6.01,7.88,7.45,7.49,7.21,7.29,7.31,7.79,7.99,8.05,8.74,6.48,6.65,6.55
Portugal,Spirits,,0.8,0.81,0.85,0.92,0.93,0.94,1.01,1.06,1.07,1.12,1.23,1.56,1.59,1.6,1.57
Portugal,Other alcoholic beverages,,0.42,0.39,0.41,0.44,0.46,0.46,0.49,0.5,0.48,0.47,0.47,0.33,0.35,0.33,0.02
Qatar,All types,,1.15,1.2,1.13,1.16,1.16,1.11,1.37,1.24,1.28,1.18,1.11,1,0.87,0.76,0.5
Qatar,Beer,,0.31,0.31,0.33,0.32,0.33,0.34,0.36,0.38,0.41,0.35,0.28,0.25,0.21,0.13,0.09
Qatar,Wine,,0.15,0.18,0.12,0.13,0.11,0.09,0.27,0.12,0.17,0.11,0.1,0.07,0.05,0.05,0
Qatar,Spirits,,0.69,0.7,0.68,0.71,0.71,0.67,0.74,0.73,0.7,0.71,0.73,0.68,0.61,0.58,0.41
Qatar,Other alcoholic beverages,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0
Republic of Korea,All types,,,9.33,9.56,9.34,9.23,8.97,9.31,9.05,8.83,9.03,9.18,9.66,9.55,11.45,10.33
Republic of Korea,Beer,,,2.07,2.02,1.94,1.88,2.37,2.43,2.34,2.22,1.89,2,2.32,2.41,2.37,2.23
Republic of Korea,Wine,,,0.15,0.13,0.13,0.14,0.14,0.18,0.19,0.14,0.12,0.15,0.04,0.04,0.04,0.03
Republic of Korea,Spirits,,,0.39,0.38,0.38,0.4,0.27,0.33,0.37,0.33,0.34,0.32,0.47,0.52,0.47,0.46
Republic of Korea,Other alcoholic beverages,,,6.72,7.04,6.9,6.82,6.19,6.37,6.15,6.14,6.68,6.72,6.82,6.58,8.56,7.61
Republic of Moldova,All types,,9.99,10.49,10.68,9.45,8.25,8.45,9.07,9.66,8.36,10.78,12.27,8.15,6.71,10.98,9.89
Republic of Moldova,Beer,,1.92,2.1,2.28,2.11,1.89,1.83,2.22,2.16,1.88,1.61,1.39,1.08,0.86,0.64,0.48
Republic of Moldova,Wine,,4.9,4.89,4.89,3.59,2.59,2.74,2.75,3.06,1.91,4.15,6.14,2.88,2,6.69,5.82
Republic of Moldova,Spirits,,2.94,3.27,3.29,3.52,3.54,3.63,3.8,4.03,3.9,4.33,4.06,4.19,3.85,3.65,3.59
Republic of Moldova,Other alcoholic beverages,,0.22,0.23,0.23,0.23,0.23,0.25,0.3,0.41,0.68,0.7,0.67,0,0,0,0
Romania,All types,,,9.59,9.58,9.1,9,10.4,11.9,10.6,8.51,7.68,9.82,8.78,9.62,9.78,10.16
Romania,Beer,,,5.11,5.31,4.7,4.5,4.9,5.5,5.44,4.62,4.07,4.24,3.64,3.38,3.12,3.18
Romania,Wine,,,3.07,2.98,3,2.6,3.1,3.5,3.3,2.99,2.33,4.29,3.33,3.92,3.16,3.47
Romania,Spirits,,,1.41,1.29,1.4,1.9,2.4,2.9,1.9,0.9,1.28,1.29,1.82,2.32,3.5,3.52
Romania,Other alcoholic beverages,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,All types,,10.12,10.58,10.99,11.04,11.05,11.21,12.04,12.19,11.79,11.57,11.5,11.32,10.87,10.47,10.18
Russian Federation,Beer,,4.19,4.09,4.2,4.16,4.11,4.18,4.64,4.71,4.1,3.65,3.47,3.1,2.92,2.63,2.18
Russian Federation,Wine,,1.12,1.11,1.21,1.24,1.28,1.25,1.26,1.17,1,1.03,0.95,0.9,0.8,0.75,0.71
Russian Federation,Spirits,,4.57,4.85,5.47,5.52,5.53,5.77,6.14,6.32,6.7,6.89,7.09,7.32,7.15,7.09,7.29
Russian Federation,Other alcoholic beverages,,0.23,0.25,0.11,0.13,0.13,0,0,0,0,0,0,0,0,0,0
Rwanda,All types,,,,,8.34,7.92,7.11,6.39,6.78,6.88,7.01,6.75,6.66,7.82,5.72,7.13
Rwanda,Beer,,,,,0.86,0.8,0.71,0.58,0.65,0.63,0.54,0.45,0.44,0.58,0.53,0.58
Rwanda,Wine,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Spirits,,,,,0.09,0.04,0.03,0.03,0.03,0.02,0.02,0.03,0.01,0.01,0.01,0.01
Rwanda,Other alcoholic beverages,,,,,7.39,7.08,6.37,5.78,6.1,6.24,6.44,6.26,6.21,7.23,5.17,6.54
Saint Kitts and Nevis,All types,,8.68,8.54,8.47,8.28,8.38,9.68,10.07,10.13,10.79,10.02,9.14,8.54,8.29,8.55,8.41
Saint Kitts and Nevis,Beer,,4.01,3.96,3.91,3.78,3.79,3.76,3.81,3.87,3.96,3.85,3.39,3.15,3.09,3.54,3.62
Saint Kitts and Nevis,Wine,,0.41,0.39,0.35,0.31,0.55,0.9,0.85,0.54,0.35,0.23,0.32,0.23,0.31,0.39,0.65
Saint Kitts and Nevis,Spirits,,4.06,4.02,4.04,3.99,3.84,4.79,5.16,5.46,6.24,5.73,5.23,5.15,4.88,4.6,4.13
Saint Kitts and Nevis,Other alcoholic beverages,,0.2,0.18,0.17,0.22,0.2,0.24,0.25,0.26,0.25,0.22,0.19,0.01,0.01,0.02,0.02
Saint Lucia,All types,,9.97,9.73,9.99,10.43,10.87,11.09,12.09,12.68,13.45,12.32,11.93,12.55,11.85,12.03,11.69
Saint Lucia,Beer,,3.27,3.28,3.28,3.27,3.28,3.28,3.49,3.86,3.82,3.57,3.39,3.36,3.11,3.22,3.22
Saint Lucia,Wine,,1.46,1.32,1.17,1.3,1.45,1.2,1.28,1.36,1.68,0.72,0.69,0.85,0.77,1.18,1.11
Saint Lucia,Spirits,,4.78,4.66,5.03,5.32,5.55,5.9,6.45,6.56,7.07,7.16,7.03,8.28,7.91,7.56,7.3
Saint Lucia,Other alcoholic beverages,,0.46,0.46,0.51,0.54,0.59,0.71,0.86,0.89,0.87,0.86,0.82,0.06,0.06,0.06,0.06
Saint Vincent and the Grenadines,All types,,7.01,7.07,6.93,7.02,7,6.85,6.92,5.89,5.93,6.04,5.42,5.1,4.94,4.73,4.8
Saint Vincent and the Grenadines,Beer,,2.49,2.41,2.34,2.35,2.32,2.29,2.37,2.47,2.59,2.43,2.03,1.84,1.92,1.97,1.96
Saint Vincent and the Grenadines,Wine,,0.23,0.34,0.33,0.3,0.33,0.42,0.32,0.29,0.27,0.19,0.14,0.12,0.19,0.07,0.08
Saint Vincent and the Grenadines,Spirits,,4.13,4.16,4.14,4.26,4.22,4,4.1,3,2.95,3.32,3.15,3.13,2.82,2.67,2.75
Saint Vincent and the Grenadines,Other alcoholic beverages,,0.16,0.15,0.12,0.11,0.13,0.14,0.13,0.13,0.12,0.11,0.09,0.01,0.01,0.01,0.01
Samoa,All types,,,,,2.15,3.01,2.88,3.97,3.85,3.52,3.63,3.62,4.17,3.3,3.43,3
Samoa,Beer,,,,,1.94,2.57,2.55,3.65,3.6,3.37,3.31,3.3,3.71,3.04,3.26,2.85
Samoa,Wine,,,,,0.09,0.09,0.06,0.05,0.09,0.09,0.08,0.06,0.06,0.05,0.02,0.03
Samoa,Spirits,,,,,0.12,0.35,0.26,0.27,0.17,0.07,0.24,0.26,0.4,0.22,0.15,0.12
Samoa,Other alcoholic beverages,,,,,3,3,3,3,3,3,3,3,3,3,3,3
San Marino,All types,,,,,,0,0,0,0,0,0,0,0,0,0,0
San Marino,Beer,,,,,,0,0,0,0,0,0,0,0,0,0,0
San Marino,Wine,,,,,,0,0,0,0,0,0,0,0,0,0,0
San Marino,Spirits,,,,,,0,0,0,0,0,0,0,0,0,0,0
San Marino,Other alcoholic beverages,,,,,,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,All types,,,,,5.69,5.58,4.13,4.36,4.14,5.46,5.27,5.78,6.54,5.8,5.02,5.07
Sao Tome and Principe,Beer,,,,,0.67,0.79,0.89,0.94,0.94,1.01,1.12,1.12,1.14,1.16,1.15,1.17
Sao Tome and Principe,Wine,,,,,4.51,4.26,2.67,2.71,2.6,3.87,3.42,3.91,4.63,3.92,2.98,3.26
Sao Tome and Principe,Spirits,,,,,0.5,0.52,0.57,0.7,0.6,0.59,0.74,0.75,0.77,0.72,0.89,0.64
Sao Tome and Principe,Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,All types,,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.08,0.05,0.06,0.05,0.05,0.05,0.05
Saudi Arabia,Beer,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Wine,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
Saudi Arabia,Spirits,,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.05,0.06,0.05,0.05,0.05,0.05
Saudi Arabia,Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,All types,,0.26,0.26,0.28,0.32,0.28,0.3,0.28,0.32,0.34,0.33,0.35,0.33,0.36,0.34,0.29
Senegal,Beer,,0.14,0.14,0.14,0.15,0.14,0.15,0.18,0.17,0.16,0.16,0.16,0.13,0.14,0.16,0.16
Senegal,Wine,,0.09,0.09,0.11,0.13,0.12,0.13,0.07,0.12,0.14,0.12,0.15,0.17,0.18,0.14,0.09
Senegal,Spirits,,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.04,0.03,0.04,0.04,0.04
Senegal,Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,All types,,9.09,9.16,9.38,9.56,9.65,9.85,9.54,9.3,8.58,9.6,7.42,7.25,6.95,7.53,7.38
Serbia,Beer,,2.61,2.69,2.87,2.93,2.88,3.03,3.47,3.6,3.62,4.77,3.21,3.07,2.91,3.65,3.68
Serbia,Wine,,4.16,4.17,4.18,4.31,4.45,4.49,3.74,3.38,2.63,2.38,1.61,1.55,1.51,1.48,1.38
Serbia,Spirits,,2.11,2.1,2.12,2.13,2.12,2.13,2.12,2.12,2.13,2.45,2.6,2.64,2.53,2.41,2.31
Serbia,Other alcoholic beverages,,0.2,0.21,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0,0,0,0,0,0
Seychelles,All types,,,,,9.72,6.51,4.94,6.33,8.12,8.12,7.82,7.91,7.41,11.15,6.72,8.24
Seychelles,Beer,,,,,4.9,2.75,2.75,4.54,4.82,4.59,5.21,5.18,5.95,6.5,6.14,6.27
Seychelles,Wine,,,,,2.71,2.33,1.62,1.46,1.9,2.3,1.03,1.19,0.63,3.72,0.16,0.91
Seychelles,Spirits,,,,,2.11,1.42,0.57,0.33,1.4,1.23,1.59,1.54,0.83,0.93,0.42,1.07
Seychelles,Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,All types,,,,,3.78,3.84,3.97,3.91,3.86,3.8,3.83,3.99,4.07,4.06,4.21,3.97
Sierra Leone,Beer,,,,,0.19,0.18,0.19,0.19,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13
Sierra Leone,Wine,,,,,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0,0
Sierra Leone,Spirits,,,,,0.02,0.02,0.05,0.02,0.01,0.01,0.02,0.03,0.03,0.02,0,0.03
Sierra Leone,Other alcoholic beverages,,,,,3.54,3.61,3.69,3.69,3.7,3.63,3.67,3.81,3.9,3.89,4.08,3.81
Singapore,All types,1.79,1.83,1.83,1.89,1.8,1.84,1.73,1.7,1.6,1.55,1.49,1.45,1.43,2.16,2.08,2.03
Singapore,Beer,1.24,1.27,1.23,1.34,1.31,1.29,1.22,1.22,1.13,1.14,1.1,1.07,1.06,1.47,1.34,1.29
Singapore,Wine,0.27,0.27,0.28,0.27,0.27,0.25,0.23,0.23,0.22,0.19,0.18,0.17,0.15,0.2,0.13,0.12
Singapore,Spirits,0.25,0.25,0.29,0.25,0.19,0.27,0.25,0.22,0.22,0.19,0.18,0.17,0.18,0.49,0.61,0.61
Singapore,Other alcoholic beverages,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0,0,0
Slovakia,All types,,10.6,9.89,10.12,10.24,10.13,10.63,11.37,10.58,10.28,10.81,10.03,9.85,10.78,10.73,11.06
Slovakia,Beer,,3.3,3.41,3.65,3.53,3.42,3.9,3.79,3.92,3.82,3.84,3.99,4.38,4.53,4.32,4.47
Slovakia,Wine,,2.36,1.77,1.65,1.77,1.77,1.65,1.54,1.43,2.15,1.56,1.33,1.46,1.59,1.48,1.49
Slovakia,Spirits,,4.36,4.12,4.35,4.47,4.6,4.6,5.54,4.88,4.3,5.41,4.23,3.65,4.29,4.56,4.85
Slovakia,Other alcoholic beverages,,0.59,0.59,0.47,0.47,0.35,0.47,0.5,0.36,0,0,0.48,0.36,0.37,0.37,0.25
Slovenia,All types,,10.46,9.53,10.95,10.61,10.32,10.52,10.94,11.02,12.26,11.14,10,11.58,9.29,10.8,11.9
Slovenia,Beer,,4.36,4.56,4.58,4.94,4.59,5.09,5.16,5.7,5.7,4.7,4.51,4.51,4.32,4.65,5.14
Slovenia,Wine,,5.31,4.09,5.5,4.81,4.84,4.55,4.58,4.08,5.43,5.17,4.18,5.49,3.28,4.29,4.91
Slovenia,Spirits,,0.8,0.89,0.87,0.86,0.89,0.88,1.2,1.24,1.13,1.09,1.11,1.58,1.69,1.87,1.84
Slovenia,Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0.18,0.2,0,0,0,0.01
Solomon Islands,All types,,,,,0.99,1.1,1.21,1.09,0.85,0.99,0.9,1.18,1.18,1.08,0.7,0.71
Solomon Islands,Beer,,,,,0.92,0.95,0.91,0.97,0.72,0.93,0.66,0.75,0.74,0.58,0.44,0.62
Solomon Islands,Wine,,,,,0.03,0.03,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.01,0.02
Solomon Islands,Spirits,,,,,0.03,0.07,0.22,0.04,0.05,0.03,0.21,0.41,0.43,0.48,0.24,0.07
Solomon Islands,Other alcoholic beverages,,,,,0.01,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0
Somalia,All types,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Beer,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Wine,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Spirits,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,All types,,7.38,7.34,7.38,7.38,7.28,7.6,8.19,8.48,8.5,8.69,6.96,6.93,7.04,7.38,7.3
South Africa,Beer,,4.46,4.5,4.55,4.58,3.5,3.74,3.96,3.97,3.85,3.94,3.87,3.78,3.72,3.73,3.87
South Africa,Wine,,1.35,1.28,1.29,1.29,1.29,1.28,1.37,1.4,1.38,1.41,1.22,1.27,1.46,1.61,1.5
South Africa,Spirits,,0.57,0.57,0.59,0.59,1.21,1.22,1.29,1.35,1.34,1.32,1.11,1.11,1.1,1.16,1.14
South Africa,Other alcoholic beverages,,1,0.99,0.96,0.91,1.27,1.36,1.57,1.76,1.93,2.03,0.76,0.76,0.76,0.88,0.79
Spain,All types,,,9.25,9.35,9.62,9.78,9.99,10.24,11.05,11.86,11.92,11.96,12.09,12.26,9.86,11.12
Spain,Beer,,,4.4,4.42,4.43,4.87,4.98,4.92,5.09,5.15,4.98,4.5,4.47,4.17,4.43,4.19
Spain,Wine,,,2.07,2.15,2.14,1.97,2.09,2.23,2.56,3.2,3.44,3.8,3.74,3.96,3.86,4.12
Spain,Spirits,,,2.69,2.69,2.96,2.76,2.73,2.88,3.18,3.28,3.27,3.02,3.23,3.57,1.58,2.81
Spain,Other alcoholic beverages,,,0.09,0.09,0.09,0.18,0.19,0.21,0.22,0.23,0.23,0.65,0.64,0.58,0,0
Sri Lanka,All types,,2.37,2.56,2.8,3.03,2.31,2.05,2.1,2.29,1.96,1.97,1.56,1.69,1.62,1.68,1.45
Sri Lanka,Beer,,0.36,0.39,0.39,0.28,0.3,0.2,0.2,0.2,0.2,0.3,0.17,0.15,0.15,0.1,0.1
Sri Lanka,Wine,,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Sri Lanka,Spirits,,1.96,2.11,2.35,2.7,1.97,1.81,1.86,2.05,1.72,1.63,1.39,1.53,1.46,1.58,1.34
Sri Lanka,Other alcoholic beverages,,0.04,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0
Sudan,All types,,,,,2.12,1.77,1.99,2.01,2.01,1.9,1.55,1.59,1.74,1.59,1.81,1.76
Sudan,Beer,,,,,0.08,0.17,0.08,0.12,0.08,0.01,0,0,0,0,0,0
Sudan,Wine,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Spirits,,,,,0.36,0.29,0.27,0.26,0.29,0.3,0.27,0.27,0.31,0.35,0.27,0.26
Sudan,Other alcoholic beverages,,,,,1.68,1.32,1.64,1.62,1.64,1.59,1.28,1.32,1.43,1.24,1.54,1.5
Suriname,All types,,6.32,6.02,5.73,5.64,5.26,5.13,4.94,4.72,4.52,4.47,4.55,4.53,4.41,4.23,4.29
Suriname,Beer,,2.15,2.11,2.07,2.04,2.03,1.99,1.91,1.71,1.64,1.53,1.64,1.65,1.67,1.72,1.67
Suriname,Wine,,0.16,0.18,0.11,0.16,0.13,0.32,0.25,0.18,0.11,0.13,0.08,0.09,0.09,0.07,0.05
Suriname,Spirits,,3.8,3.51,3.33,3.24,2.93,2.67,2.63,2.69,2.63,2.72,2.75,2.78,2.65,2.44,2.56
Suriname,Other alcoholic beverages,,0.21,0.22,0.22,0.2,0.17,0.15,0.15,0.15,0.14,0.09,0.08,0,0,0,0.01
Swaziland,All types,,,,,5.2,4.93,4.9,4.87,5.55,5.53,5.08,5.78,5.65,5.52,6.72,7.19
Swaziland,Beer,,,,,1.67,1.69,1.56,1.48,1.59,1.65,1.73,1.65,1.66,1.59,1.57,1.82
Swaziland,Wine,,,,,0.06,0.05,0.04,0.02,0.04,0.01,0.02,0.02,0.05,0.16,0.26,0.61
Swaziland,Spirits,,,,,0.13,0.02,0.03,0.02,0.4,0.5,0.15,0.89,0.42,0.03,0.46,0.08
Swaziland,Other alcoholic beverages,,,,,3.34,3.17,3.27,3.35,3.52,3.37,3.19,3.22,3.52,3.74,4.43,4.68
Sweden,All types,,7.3,7.3,7.4,7.4,7.2,7.3,6.9,6.9,6.5,6.5,6.6,6.9,6.9,6.6,6.2
Sweden,Beer,,2.7,2.6,2.7,2.7,2.7,2.7,2.6,2.6,2.5,2.6,2.6,2.8,2.7,2.7,2.7
Sweden,Wine,,3.6,3.6,3.6,3.6,3.4,3.3,3.1,3.1,2.9,2.9,2.8,2.9,2.8,2.5,2.2
Sweden,Spirits,,1,1.1,1.1,1.1,1.1,1.2,1.1,1.1,1,1,1.2,1.2,1.4,1.4,1.3
Sweden,Other alcoholic beverages,,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0
Switzerland,All types,,9.61,9.73,9.86,9.99,10.01,10.15,10.29,10.44,10.24,10.15,10.55,10.82,10.85,11.12,11.26
Switzerland,Beer,,3.16,3.17,3.17,3.17,3.18,3.3,3.31,3.32,3.21,3.11,3.24,3.37,3.26,3.38,3.39
Switzerland,Wine,,4.57,4.69,4.69,4.82,4.94,4.84,4.97,5.1,5,5.14,5.27,5.41,5.55,5.68,5.81
Switzerland,Spirits,,1.76,1.76,1.88,1.88,1.77,1.89,1.89,1.9,1.9,1.79,1.92,1.92,1.93,1.93,1.94
Switzerland,Other alcoholic beverages,,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
Syrian Arab Republic,All types,,,,,0.76,0.78,0.81,0.8,0.83,0.97,0.92,0.93,1.29,1.25,1.29,1.41
Syrian Arab Republic,Beer,,,,,0.04,0.05,0.06,0.08,0.08,0.08,0.05,0.05,0.05,0.05,0.06,0.05
Syrian Arab Republic,Wine,,,,,0.27,0.27,0.28,0.22,0.22,0.35,0.32,0.32,0.42,0.34,0.33,0.47
Syrian Arab Republic,Spirits,,,,,0.45,0.46,0.47,0.5,0.52,0.54,0.55,0.56,0.82,0.86,0.9,0.89
Syrian Arab Republic,Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,All types,,,,,0.32,0.32,0.3,0.32,0.35,0.38,0.37,0.38,0.36,0.6,0.86,0.37
Tajikistan,Beer,,,,,0.03,0.02,0.03,0.04,0.08,0.09,0.08,0.03,0.01,0.02,0.01,0.01
Tajikistan,Wine,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.05,0.08,0.2,0.18,0.12
Tajikistan,Spirits,,,,,0.29,0.29,0.26,0.27,0.27,0.27,0.27,0.3,0.27,0.38,0.67,0.24
Tajikistan,Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,All types,,6.41,6.5,6.56,6.07,5.95,5.88,5.92,6.2,6.18,6.26,6.17,6.14,5.93,5.92,5.88
Thailand,Beer,,1.66,1.68,1.68,1.54,1.59,1.66,1.89,2,1.97,1.7,1.61,1.59,1.3,1.22,1.13
Thailand,Wine,,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.01
Thailand,Spirits,,4.7,4.77,4.83,4.49,4.31,4.19,3.99,4.17,4.18,4.54,4.54,4.53,4.61,4.68,4.74
Thailand,Other alcoholic beverages,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0
The former Yugoslav republic of Macedonia,All types,,1.13,1.03,1.23,1.16,1.47,1.77,1.72,1.75,1.74,1.75,2.07,2.4,2.53,3.27,2.86
The former Yugoslav republic of Macedonia,Beer,,0.59,0.59,0.64,0.59,0.75,0.84,0.88,0.92,0.89,0.85,0.98,0.9,0.9,0.55,0.46
The former Yugoslav republic of Macedonia,Wine,,0.26,0.2,0.2,0.23,0.33,0.35,0.35,0.34,0.36,0.36,0.39,0.59,0.67,0.88,0.76
The former Yugoslav republic of Macedonia,Spirits,,0.29,0.24,0.39,0.34,0.39,0.58,0.49,0.49,0.5,0.55,0.7,0.91,0.97,1.84,1.65
The former Yugoslav republic of Macedonia,Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,All types,,,,,0.5,0.1,0.09,0.06,0.05,0.04,0.36,0.38,0.44,0.48,0.5,0.5
Timor-Leste,Beer,,,,,0.36,0.03,0.01,0.01,0,0.01,0.34,0.35,0.37,0.41,0.42,0.42
Timor-Leste,Wine,,,,,0.09,0.06,0.07,0.04,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03
Timor-Leste,Spirits,,,,,0.06,0.02,0.01,0.01,0.01,0.01,0,0.01,0.04,0.04,0.05,0.05
Timor-Leste,Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Togo,All types,,,,,1.44,1.21,1.24,1.33,1.37,1.37,1.14,1.01,1.02,1,0.95,1.1
Togo,Beer,,,,,0.49,0.63,0.68,0.67,0.59,0.51,0.48,0.47,0.47,0.44,0.43,0.46
Togo,Wine,,,,,0.33,0.28,0.25,0.33,0.39,0.42,0.31,0.32,0.25,0.21,0.2,0.1
Togo,Spirits,,,,,0.35,0.02,0.03,0.05,0.06,0.13,0.06,0.04,0.02,0.04,0.06,0.24
Togo,Other alcoholic beverages,,,,,0.27,0.28,0.28,0.29,0.32,0.32,0.28,0.18,0.27,0.31,0.26,0.3
Tonga,All types,,,,,0.96,1.24,1.08,1.1,2.05,1.79,1.57,1.8,1.79,1.51,1.35,1.24
Tonga,Beer,,,,,0.53,0.92,0.62,0.62,0.87,0.87,0.88,0.89,0.89,0.9,0.66,0.66
Tonga,Wine,,,,,0.1,0.09,0.12,0.11,0.16,0.09,0.28,0.3,0.22,0.08,0.1,0.12
